推,噓,分數,作者,標題,時間
5,0,5,Greatgenius (雷達 X 守望),Re,Sun Aug 23 03:19:40 2020
2,4,-2,cj3x04gp6 (說散就散 真是難聽到爆),[問卦] 有台灣第一紅歌手陳綺貞的八卦嗎?,Sun Aug 23 08:31:26 2020
1,0,1,a6234709 (永不言棄的肥宅),Re,Sun Aug 23 00:40:22 2020
3,10,-7,A816 (♥七瀬丸的灰太狼♥),[問卦] 八卦的87多到屏蔽不完？,Sun Aug 23 08:34:11 2020
2,1,1,jt13 (MASTER),Re,Sun Aug 23 00:41:28 2020
5,0,5,Sk8erBoi (滑板男孩),[問卦] 為什麼蘿拉一直換人?,Sun Aug 23 00:32:43 2020
1,5,-4,leocean9816 (阿光),[新聞] 73共和黨前官員棄特朗普改挺拜登,Sun Aug 23 00:37:42 2020
38,6,32,JUNOCARE (陽光！！),[問卦] 台灣內鬼有可能自己先從內部開打嗎,Sun Aug 23 01:56:28 2020
6,0,6,miloskyman (削波快),[問卦] 中國打戰是要吃洨嗎,Sun Aug 23 00:37:09 2020
5,2,3,ai40 (墮落),[問卦] 什麼時候才發現自己變得不再健康了,Sun Aug 23 02:55:01 2020
2,0,2,G888888 (廢文產生器),Re,Sun Aug 23 00:51:00 2020
5,33,-28,Tiara5566 (霸凌天團),[新聞] 傻眼！蔡波能出生4個月暴風成長 蔡阿嘎,Sun Aug 23 00:05:08 2020
6,0,6,emperor (派蘿派蘿得第一),[問卦] 与田祐希問我說新買的口紅好看嗎?,Sun Aug 23 00:06:52 2020
0,0,0,bul (腹內原來草莽),Re,Sat Aug 22 23:55:35 2020
5,4,1,autokey (該起床啦),[問卦] 泡友結婚參加喜宴要準備什麼的八卦?,Sun Aug 23 03:26:45 2020
7,39,-32,ota978 (流星),[問卦] 兩岸七十年穩定是不是蔡任內 劃下句點,Sun Aug 23 00:09:38 2020
6,9,-3,norvasc (Norton),[問卦] 為何每篇愛莉莎莎都看得到G軟,Sun Aug 23 00:18:35 2020
11,3,8,kopuck (派翠克星星),[問卦] 科技這三十年快速發展 那醫學呢,Sun Aug 23 08:37:51 2020
0,0,0,laptic (靜夜聖林彼岸花),Re,Sun Aug 23 08:29:03 2020
33,32,1,jis0077 (一個人的輕旅行),[問卦] 日本凌虐過的國家是不是只有台灣愛日本?,Sun Aug 23 00:43:07 2020
9,3,6,mkjay00000 (大隻的肥羊),[問卦] 地下街流行抽一番賞？,Sun Aug 23 01:42:20 2020
3,0,3,Leadkeita (大便完 轉身就走),[問卦] 睡不著覺的時候你會幹嘛？,Sun Aug 23 00:26:00 2020
21,0,21,okalala1234 (牛頓公爵),Re,Sun Aug 23 07:38:13 2020
7,2,5,ktpss95070 (ktpss95070),[問卦] 債留子孫 環保救地球,Sun Aug 23 08:40:58 2020
2,4,-2,xzcb2008 (日本可愛情色貓),Re,Sat Aug 22 23:55:39 2020
9,0,9,asdfg012345 (Vicious circle),[問卦] 台灣人不是怕死！怎麼不改善交通安全,Sun Aug 23 06:57:39 2020
3,0,3,yainman (yainwoman),[問卦] 其實，台灣經濟狀況還不錯吧？,Sun Aug 23 08:21:35 2020
14,0,14,mizuarashi (米茲阿拉西),[問卦] 還有人記得大創案嗎？,Sun Aug 23 00:15:13 2020
14,3,11,Dinenger,[問卦] 欸，爐渣問題其實還好吧？,8/23
6,9,-3,a12141623 (舔舔老二再泡泡茶),[問卦] Kobe的精神是什麼,Sun Aug 23 00:17:46 2020
2,4,-2,funasake (),[問卦] 我們來玩一個遊戲！,Sun Aug 23 01:01:27 2020
6,1,5,rfvujm (Rfvujm),[問卦] 以前的搖飲料娃娃怎麼不見了,Sun Aug 23 08:37:46 2020
9,13,-4,efthu456 (小哲),[問卦] 滑交友軟體滑到自己的堂妹怎麼辦 在線等,Sun Aug 23 03:02:59 2020
8,4,4,GrexJosh (失去以後才明白曾經擁有),[問卦] 為什麼韓國的基督教那麼囂張啊?,Sun Aug 23 02:08:42 2020
10,7,3,simonle (.0.),[新聞] 不做了！彰化居家檢疫無症狀採檢暫停,Sun Aug 23 00:06:53 2020
10,1,9,lpbrother (LP哥(LP = Love & Peace)),[問卦] 大家都有房，那到底是誰在買房？,Sun Aug 23 08:21:36 2020
24,10,14,leon105 (@@),[新聞] 奧客咆哮影城效率差「我要投訴」　店員霸,Sun Aug 23 08:34:06 2020
6,1,5,Sienta (小車大空間),[問卦] 請問台南安定水泥園區土地變更案的八卦,Sun Aug 23 00:51:03 2020
10,20,-10,realtw (realtw),[問卦] 台灣人印象中的中國 廁所沒門?,Sun Aug 23 00:52:08 2020
0,0,0,seabox (盒盒),[公告] 八卦板板規(2020.07.21),Tue Jul 21 00:00:04 2020
7,0,7,st40182 (),[問卦] 有沒有散戶中的霸主的八卦,Sun Aug 23 00:29:57 2020
6,0,6,THINKTAIWAN (想想台灣),[問卦] 有沒有台南冠軍米跟爐渣米的八卦,Sun Aug 23 00:45:37 2020
6,1,5,paulabxz123 (優文大師),Re,Sun Aug 23 01:04:51 2020
11,1,10,Lampaininder ( ),[新聞] 網友批議員段樹文佛地魔 也有人說浪子回,Sun Aug 23 07:11:16 2020
2,1,1,ppppppppp (凹嗚嗚),[問卦] 舉牌子搖旗子的意義,Sun Aug 23 00:42:44 2020
10,3,7,nanachi (上善若水),[問卦] 為什麼日本宅宅多仇韓？,Sun Aug 23 07:43:57 2020
11,2,9,foreverthink (曹雞拜振恰倪嵐),[問卦] 中國的海空軍是不是很幹,Sun Aug 23 00:40:45 2020
11,5,6,gracew0709 (succinyl choline),[問卦] 爐渣市是最棒的☺  我的一天,Sun Aug 23 04:55:51 2020
1,1,0,simon78410 (),[問卦] 月薪多少你才願意去金門生活?,Sun Aug 23 00:05:04 2020
0,0,0,rainjuly (深夜高速),[問卦] 考え事 武道館版,Sun Aug 23 01:18:15 2020
18,5,13,bathilda (bat),[問卦] 姓林的都是俊男美女嗎？,Sun Aug 23 01:00:59 2020
4,0,4,Cyborg (廢問只能一篇),Re,Sun Aug 23 01:58:28 2020
6,0,6,doomdied (Died),[問卦] 有沒有Pan Piano紅到澳門的八卦 ?,Sun Aug 23 00:10:06 2020
15,6,9,aftercome86 (竹炭),[問卦] 拜登是戀童癖嗎?,Sun Aug 23 04:39:32 2020
15,3,12,rocephin (Roce),[問卦] 為何Jolin拍UE廣告 要阿嘿顏？？,Sun Aug 23 08:06:03 2020
13,0,13,ayazard (aya),[問卦] 乃木坂白石麻衣卒業演唱會怎麼喊CALL?,Sat Aug 22 23:55:50 2020
7,1,6,CGDGAD ((CGDGAD)),Re,Sun Aug 23 00:21:06 2020
14,5,9,evy155 (HI~),[問卦] 麥當勞薯條 份量,Sun Aug 23 04:00:40 2020
0,2,-2,Dinenger (低能兒),Re,Sun Aug 23 01:24:46 2020
6,0,6,adf926 (呵呵蓋),[問卦] 等等小妹要去親戚家要注意什麼?,Sun Aug 23 08:26:23 2020
6,2,4,Superxixai (洪粉吱已),[問卦] 相信中共會打過來的人在想什麼？,Sun Aug 23 00:31:30 2020
1,4,-3,ccyaztfe (best_troll_tw),Re,Sun Aug 23 06:54:03 2020
3,5,-2,longyin (龍吟很難嗎？為什麼),Re,Sun Aug 23 06:56:52 2020
11,1,10,APPLEin5566 (泰山下智久),[問卦] 去KTV 要唱什麼歌才可以吸引到妹子?,Sun Aug 23 00:59:36 2020
4,2,2,littlejackbr (liljb),[問卦] 一千萬隻陰蝨同時跳？,Sun Aug 23 01:02:40 2020
